Nome,Dono,Idade (anos),Dias desde última atualização,Linguagem,Releases,Pull Requests,Issues Fechadas,Total Issues,Taxa de Fechamento de Issues,Stars
freeCodeCamp,freeCodeCamp,10,0,TypeScript,0,24325,18727,18892,0.9912661443997459,410040
free-programming-books,EbookFoundation,11,0,HTML,0,6787,1130,1159,0.9749784296807593,350441
awesome,sindresorhus,10,0,Unknown,0,661,335,347,0.9654178674351584,347126
build-your-own-x,codecrafters-io,6,0,Markdown,0,140,534,726,0.7355371900826446,334487
public-apis,public-apis,8,0,Python,0,1872,603,651,0.9262672811059908,327575
coding-interview-university,jwasham,8,0,Unknown,0,415,458,509,0.899803536345776,311898
developer-roadmap,kamranahmedse,7,0,TypeScript,1,3315,2521,2661,0.9473881999248402,308372
system-design-primer,donnemartin,7,0,Python,0,199,87,318,0.27358490566037735,289171
996.ICU,996icu,5,0,Unknown,0,1068,0,0,0,270261
awesome-python,vinta,10,0,Python,0,543,0,0,0,234037
react,facebook,11,0,JavaScript,103,11340,12730,13510,0.9422649888971133,232274
project-based-learning,practical-tutorials,7,0,Unknown,0,182,78,190,0.4105263157894737,217679
awesome-selfhosted,awesome-selfhosted,9,0,Unknown,1,2393,803,803,1.0,216638
vue,vuejs,11,0,TypeScript,249,1136,9663,10017,0.9646600778676251,208357
Python,TheAlgorithms,8,0,Python,0,2911,1492,1556,0.9588688946015425,197335
javascript-algorithms,trekhleb,6,0,JavaScript,0,302,227,356,0.6376404494382022,190106
tensorflow,tensorflow,9,0,C++,213,29014,39423,40230,0.9799403430275914,187998
linux,torvalds,13,0,C,0,10,0,0,0,187741
You-Dont-Know-JS,getify,11,0,Unknown,0,367,855,936,0.9134615384615384,181002
CS-Notes,CyC2018,7,0,Unknown,0,374,448,596,0.7516778523489933,178868
ohmyzsh,ohmyzsh,15,0,Shell,0,3288,4759,4891,0.9730116540584748,176064
computer-science,ossu,10,0,Unknown,0,281,628,642,0.9781931464174455,175361
AutoGPT,Significant-Gravitas,1,0,Python,41,2575,2972,3139,0.9467983434214718,171511
bootstrap,twbs,13,0,JavaScript,89,8842,22118,22617,0.9779369500817969,171398
flutter,flutter,9,0,Dart,7,40824,90153,103280,0.8728989155693261,168619
vscode,microsoft,9,0,TypeScript,156,31095,181729,190388,0.9545191923860747,167381
gitignore,github,14,0,Unknown,0,1573,0,0,0,164398
Python-100-Days,jackfrued,6,0,Jupyter Notebook,0,13,114,660,0.17272727272727273,160835
the-book-of-secret-knowledge,trimstray,6,0,Unknown,0,122,0,0,0,158124
the-art-of-command-line,jlevy,9,0,Unknown,0,317,136,254,0.5354330708661418,154711
JavaGuide,Snailclimb,6,0,Java,0,1131,1008,1072,0.9402985074626866,148091
stable-diffusion-webui,AUTOMATIC1111,2,0,Python,27,1870,5443,7740,0.7032299741602067,147830
javascript,airbnb,12,0,JavaScript,0,811,1252,1347,0.9294729027468448,146114
transformers,huggingface,6,0,Python,177,14574,15653,16650,0.9401201201201201,139407
awesome-go,avelino,10,0,Go,0,3392,665,670,0.9925373134328358,138182
youtube-dl,ytdl-org,14,0,Python,341,1639,22996,26687,0.861692959118672,134193
next.js,vercel,8,0,JavaScript,1000,20780,19584,22361,0.8758105630338536,129356
fucking-algorithm,labuladong,4,0,Markdown,1,238,877,881,0.9954597048808173,126816
ollama,ollama,1,0,Go,114,1983,4648,5959,0.7799966437321698,126330
go,golang,10,0,Go,0,1,56338,65460,0.8606477238007944,125865
30-seconds-of-code,Chalarangelo,7,0,JavaScript,11,821,296,296,1.0,122635
tech-interview-handbook,yangshun,8,0,TypeScript,0,466,70,107,0.6542056074766355,121863
react-native,facebook,10,0,C++,374,886,26037,26635,0.9775483386521494,120570
awesome-chatgpt-prompts,f,2,0,HTML,0,158,0,0,0,120416
Microsoft-Activation-Scripts,massgravel,5,0,Batchfile,19,6,561,562,0.998220640569395,117738
scrcpy,Genymobile,7,0,C,44,109,3012,5205,0.5786743515850145,117612
electron,electron,11,0,C++,1000,21467,19655,20518,0.957939370308997,115487
PowerToys,microsoft,5,0,C#,109,5061,25716,31483,0.816821776831941,114782
kubernetes,kubernetes,10,0,Go,721,60668,44759,46639,0.9596903878728104,113071
free-programming-books-zh_CN,justjavac,11,0,Unknown,3,282,0,0,0,112629
d3,d3,14,0,Shell,194,491,2215,2224,0.9959532374100719,109785
node,nodejs,10,0,JavaScript,428,9731,17141,18770,0.9132125732551944,109597
hello-algo,krahets,2,0,Java,9,900,235,253,0.9288537549407114,108975
axios,axios,10,0,JavaScript,87,934,4196,4756,0.8822539949537427,106322
three.js,mrdoob,14,0,JavaScript,165,13670,12417,12832,0.9676589775561097,104312
create-react-app,facebook,8,0,JavaScript,83,1949,6558,8369,0.7836061656111841,103099
TypeScript,microsoft,10,0,TypeScript,206,14533,36174,41675,0.868002399520096,102202
nodebestpractices,goldbergyoni,7,0,Dockerfile,0,765,284,324,0.8765432098765432,101761
deno,denoland,6,0,Rust,310,12326,10024,12050,0.8318672199170124,101724
rust,rust-lang,14,0,Rust,134,61160,46597,56554,0.8239381829755632,101262
langchain,langchain-ai,2,0,Jupyter Notebook,800,13156,7839,8190,0.9571428571428572,100552
yt-dlp,yt-dlp,4,0,Python,103,2505,7169,8662,0.8276379589009467,100248
HelloGitHub,521xueweihan,8,0,Python,51,17,2558,2747,0.9311976701856571,98453
terminal,microsoft,7,0,C++,128,4022,11510,13095,0.8789614356624665,97033
angular,angular,10,0,TypeScript,405,3694,27228,28735,0.9475552462154168,96950
material-ui,mui,10,0,TypeScript,519,19844,18137,19822,0.9149934416305116,94770
godot,godotengine,11,0,C++,58,36247,43693,54996,0.7944759618881373,93988
ant-design,ant-design,9,0,TypeScript,689,14951,29670,30886,0.9606294113837985,93699
clean-code-javascript,ryanmcdermott,8,0,JavaScript,0,149,163,234,0.6965811965811965,92454
excalidraw,excalidraw,5,0,TypeScript,13,3558,2186,3844,0.568678459937565,92393
free-for-dev,ripienaar,9,0,HTML,0,2641,0,0,0,92246
papers-we-love,papers-we-love,11,0,Shell,0,433,243,243,1.0,90847
java-design-patterns,iluwatar,10,0,Java,0,1452,815,942,0.8651804670912951,90733
frp,fatedier,9,0,Go,101,654,3639,3693,0.9853777416734363,90430
iptv,iptv-org,6,0,JavaScript,0,6490,9555,9659,0.9892328398384926,90212
thefuck,nvbn,9,0,Python,17,481,471,745,0.6322147651006711,89940
puppeteer,puppeteer,7,0,TypeScript,494,5133,6818,7072,0.9640837104072398,89720
tauri,tauri-apps,5,0,Rust,1000,4791,4236,5173,0.8188671950512275,89466
Awesome-Hacking,Hack-with-Github,8,0,Unknown,0,34,0,0,0,88904
vue-element-admin,PanJiaChen,7,0,Vue,49,311,2357,3597,0.6552682791214901,88681
pytorch,pytorch,8,0,Python,58,5998,34390,48900,0.7032719836400818,86861
neovim,neovim,11,0,Vim Script,41,14576,10751,12300,0.8740650406504065,86200
every-programmer-should-know,mtdvio,7,0,Unknown,0,99,22,51,0.43137254901960786,86074
storybook,storybookjs,8,0,TypeScript,1000,10720,11109,13139,0.8454981353223229,85828
tailwindcss,tailwindlabs,7,0,TypeScript,266,2725,3836,3928,0.9765784114052953,85656
Web-Dev-For-Beginners,microsoft,4,0,JavaScript,0,497,240,295,0.8135593220338984,84981
DeepSeek-V3,deepseek-ai,0,0,Python,0,16,273,381,0.7165354330708661,84735
django,django,12,0,Python,0,9518,0,0,0,82317
nvm,nvm-sh,14,0,Shell,68,725,1952,2251,0.8671701466015105,82255
rustdesk,rustdesk,4,0,Rust,27,3310,3249,3299,0.9848438920885116,82201
app-ideas,florinpop17,5,0,Unknown,0,149,43,169,0.25443786982248523,82122
bitcoin,bitcoin,14,0,C++,54,14902,8008,8393,0.9541284403669725,82008
svelte,sveltejs,8,0,JavaScript,392,5460,7182,7942,0.9043062200956937,81340
animate.css,animate-css,13,0,CSS,22,315,841,873,0.9633447880870561,81305
