Nome,Dono,Idade (anos),Dias desde última atualização,Linguagem,Releases,Pull Requests,Issues Fechadas,Total Issues,Taxa de Fechamento de Issues,Stars
MonitorControl,MonitorControl,7,0,Swift,26,213,950,956,0.9937238493723849,28982
folly,facebook,12,0,C++,227,12,911,1177,0.7740016992353441,28981
swift-algorithm-club,kodecocodes,9,0,Swift,0,610,183,215,0.8511627906976744,28949
weekly,ascoders,7,0,JavaScript,193,136,363,365,0.9945205479452055,28925
siyuan,siyuan-note,4,0,TypeScript,741,400,13199,13542,0.9746713927041796,28897
CheatSheetSeries,OWASP,6,0,Python,0,993,438,481,0.9106029106029107,28860
data-engineering-zoomcamp,DataTalksClub,3,0,Jupyter Notebook,0,356,132,133,0.9924812030075187,28855
numpy,numpy,14,0,Python,125,12387,11103,13099,0.8476219558744942,28819
composer,composer,13,0,PHP,209,2893,7678,7788,0.9858757062146892,28806
canal,alibaba,12,0,Java,32,463,3551,4646,0.7643133878605252,28804
Data-Science-For-Beginners,microsoft,3,0,Jupyter Notebook,0,293,95,117,0.811965811965812,28802
django-rest-framework,encode,13,0,Python,19,2975,3857,3918,0.9844308320571721,28786
k3s,k3s-io,6,0,Go,823,3728,6313,6438,0.9805840323081703,28782
tiptap,ueberdosis,6,0,TypeScript,850,1031,2419,2941,0.8225093505610337,28780
css-protips,AllThingsSmitty,9,0,Unknown,0,68,59,60,0.9833333333333333,28753
docsify,docsifyjs,8,0,JavaScript,14,691,1132,1275,0.8878431372549019,28751
croc,schollz,7,0,Go,172,228,506,517,0.9787234042553191,28749
todomvc,tastejs,13,0,JavaScript,6,760,661,784,0.8431122448979592,28720
surrealdb,surrealdb,3,0,Rust,65,1795,1265,1934,0.6540847983453981,28684
lighthouse,GoogleChrome,8,0,JavaScript,116,5310,8539,9088,0.9395906690140845,28683
consul,hashicorp,11,0,Go,198,13508,4265,5497,0.7758777515008186,28681
browser-use,browser-use,0,0,Python,34,234,80,323,0.2476780185758514,28678
lux,iawia002,6,0,Go,86,296,539,1044,0.5162835249042146,28666
postcss,postcss,11,0,TypeScript,264,744,983,1006,0.9771371769383698,28650
python-guide,realpython,13,0,Batchfile,0,683,176,269,0.654275092936803,28638
fabric,danielmiessler,1,0,Go,92,255,411,580,0.7086206896551724,28616
server,nextcloud,8,0,PHP,308,25740,17202,19418,0.8858790812648059,28601
slick,kenwheeler,10,0,JavaScript,48,249,2403,3613,0.6650982562967064,28596
SpringAll,wuyouzhuguli,6,0,Java,0,1,27,48,0.5625,28590
mediapipe,google-ai-edge,5,0,C++,59,199,4927,5300,0.929622641509434,28580
linkedin-skill-assessments-quizzes,Ebazhanov,5,0,Unknown,1,5638,807,890,0.9067415730337078,28573
CasaOS,IceWhaleTech,3,0,Go,96,267,833,1424,0.5849719101123596,28541
vuex,vuejs,9,0,JavaScript,51,656,1166,1265,0.9217391304347826,28449
react-spring,pmndrs,6,0,TypeScript,50,429,1141,1243,0.917940466613033,28446
k9s,derailed,6,0,Go,228,719,1373,1925,0.7132467532467532,28427
Hello-Python,mouredev,2,0,Python,0,0,130,147,0.8843537414965986,28424
handson-ml2,ageron,6,0,Jupyter Notebook,0,64,300,514,0.5836575875486382,28398
android_guides,codepath,11,1,Unknown,0,10,219,379,0.5778364116094987,28347
machine-learning-for-software-engineers,ZuzooVn,8,0,Unknown,0,60,9,26,0.34615384615384615,28342
Clone-Wars,GorvGoyl,4,0,Unknown,0,130,70,81,0.8641975308641975,28310
llama3,meta-llama,0,0,Python,0,24,118,284,0.4154929577464789,28303
plyr,sampotts,10,0,JavaScript,88,384,1220,2098,0.5815061963775023,28291
xxl-job,xuxueli,9,0,Java,36,109,2454,3132,0.7835249042145593,28284
async,caolan,14,0,JavaScript,7,554,1133,1139,0.9947322212467077,28222
spring-cloud-alibaba,alibaba,7,0,Java,47,1063,2184,2439,0.8954489544895449,28213
Free-Certifications,cloudcommunity,4,0,Unknown,0,115,67,94,0.7127659574468085,28187
react-three-fiber,pmndrs,5,0,TypeScript,113,618,999,1066,0.9371482176360225,28174
UTM,utmapp,5,0,Swift,118,249,2352,3219,0.7306616961789375,28153
paper-reading,mli,3,0,Unknown,0,14,0,0,0,28114
the-super-tiny-compiler,jamiebuilds,8,1,JavaScript,0,20,0,0,0,28104
backbone,jashkenas,14,0,JavaScript,0,880,2364,2404,0.9833610648918469,28097
puter,HeyPuter,0,0,JavaScript,8,473,381,538,0.70817843866171,28086
immer,immerjs,7,0,JavaScript,109,374,632,665,0.9503759398496241,28064
druid,alibaba,13,0,Java,51,1448,2276,4479,0.5081491404331324,28063
ChatGPT,acheong08,2,0,Python,277,294,794,805,0.986335403726708,28058
trilium,zadam,7,0,JavaScript,297,250,2611,3497,0.7466399771232485,28051
JavaScript30,wesbos,8,0,HTML,0,153,0,0,0,28050
ladybird,LadybirdBrowser,0,0,C++,0,2540,352,691,0.5094066570188133,28048
awesome-cto,kuchin,8,0,Unknown,0,12,9,11,0.8181818181818182,28048
tinygrad,tinygrad,4,0,Python,10,6011,720,862,0.8352668213457076,28002
tuning_playbook,google-research,2,0,Unknown,0,14,34,43,0.7906976744186046,27988
DevToys,DevToys-app,3,0,C#,38,497,654,881,0.7423382519863791,27980
fish-shell,fish-shell,12,0,Rust,45,2006,6943,7373,0.941679099416791,27976
Complete-Python-3-Bootcamp,Pierian-Data,7,0,Jupyter Notebook,0,12,223,361,0.6177285318559557,27974
nginxconfig.io,digitalocean,7,0,JavaScript,0,191,184,238,0.773109243697479,27968
tokio,tokio-rs,8,0,Rust,126,3436,2093,2383,0.878304657994125,27923
reverse-interview,viraptor,5,0,Unknown,0,74,18,25,0.72,27891
filebrowser,filebrowser,9,0,Go,62,526,2441,2525,0.9667326732673267,27857
data-science-ipython-notebooks,donnemartin,10,0,Python,0,31,22,41,0.5365853658536586,27857
viper,spf13,10,0,Go,32,485,478,884,0.5407239819004525,27837
stb,nothings,10,0,C,0,285,687,849,0.8091872791519434,27834
os-tutorial,cfenollosa,10,0,C,0,11,104,176,0.5909090909090909,27817
react-select,JedWatson,10,0,TypeScript,59,1051,3247,3605,0.9006934812760056,27815
xstate,statelyai,9,0,TypeScript,399,1906,1272,1367,0.93050475493782,27794
mantine,mantinedev,4,0,TypeScript,251,1364,2921,2940,0.9935374149659864,27761
cobalt,imputnet,2,0,Svelte,0,199,587,719,0.8164116828929068,27748
waifu2x,nagadomi,9,0,Lua,3,68,209,362,0.5773480662983426,27743
mobx,mobxjs,9,0,TypeScript,112,1143,1911,1962,0.9740061162079511,27730
Charts,ChartsOrg,9,0,Swift,38,418,3380,4266,0.7923112986404126,27725
glances,nicolargo,13,0,Python,49,709,1803,1978,0.9115267947421638,27697
applied-ml,eugeneyan,4,0,Unknown,0,208,22,24,0.9166666666666666,27692
90DaysOfDevOps,MichaelCade,3,0,Shell,2,357,80,89,0.898876404494382,27646
medusa,medusajs,5,0,TypeScript,113,6545,2647,2734,0.9681784930504755,27642
xyflow,xyflow,5,0,TypeScript,294,1244,2013,2112,0.953125,27639
restic,restic,10,0,Go,47,2123,2346,2707,0.8666420391577392,27630
cursor,getcursor,1,0,Unknown,0,46,1075,2439,0.44075440754407547,27619
ink,vadimdemedes,7,0,TypeScript,53,213,290,357,0.8123249299719888,27614
DeepFaceLive,iperov,4,0,Python,35,13,143,144,0.9930555555555556,27607
vhr,lenve,7,0,Java,0,1,96,254,0.3779527559055118,27574
gitbook,GitbookIO,10,0,TypeScript,17,698,1829,1865,0.9806970509383378,27542
jan,janhq,1,0,TypeScript,72,1945,2021,2161,0.93521517815826,27524
GPT_API_free,chatanywhere,1,0,Python,0,1,275,332,0.8283132530120482,27522
diffusers,huggingface,2,0,Python,81,4314,4100,4507,0.9096960284002662,27518
yapi,YMFE,8,0,JavaScript,1,141,921,2447,0.37637923988557415,27489
hosts,StevenBlack,12,0,Python,728,476,1922,2020,0.9514851485148514,27487
Daily-Interview-Question,Advanced-Frontend,6,0,JavaScript,0,15,298,560,0.5321428571428571,27448
helm,helm,9,0,Go,204,3831,7553,7936,0.9517389112903226,27440
ResumeSample,geekcompany,10,0,Unknown,0,2,0,0,0,27404
python-fire,google,7,0,Python,11,118,198,326,0.6073619631901841,27404
underscore,jashkenas,15,0,JavaScript,0,746,1394,1424,0.9789325842696629,27377
textual,Textualize,3,0,Python,159,2003,1921,2089,0.919578745811393,27357
CLIP,openai,4,0,Jupyter Notebook,0,28,189,411,0.45985401459854014,27349
motion,motiondivision,6,0,TypeScript,0,965,1492,1739,0.8579643473260494,27284
Python-programming-exercises,zhiwehu,12,0,Unknown,0,0,17,85,0.2,27276
weui,Tencent,10,0,HTML,51,203,615,668,0.9206586826347305,27255
aos,michalsnik,9,0,JavaScript,0,38,360,700,0.5142857142857142,27252
aider,Aider-AI,1,0,Python,81,181,2292,2769,0.8277356446370531,27250
vnpy,vnpy,9,0,Python,62,1043,2070,2076,0.9971098265895953,27243
mindsdb,mindsdb,6,0,Python,282,4782,4021,4099,0.9809709685289095,27201
Xray-core,XTLS,4,0,Go,76,844,2340,2348,0.9965928449744463,27201
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon,12,0,Jupyter Notebook,0,243,90,245,0.3673469387755102,27186
TrackersListCollection,XIU2,5,0,Unknown,0,5,0,0,0,27141
Jobs_Applier_AI_Agent_AIHawk,feder-cr,0,0,Python,0,185,653,678,0.9631268436578171,27141
mongoose,Automattic,14,0,JavaScript,176,3248,10726,10952,0.9793644996347699,27095
JCSprout,crossoverJie,7,0,Java,0,69,59,89,0.6629213483146067,27093
dragonfly,dragonflydb,3,0,C++,91,2721,1248,1453,0.8589125946317963,27084
dnSpy,dnSpy,9,0,C#,1,53,0,0,0,27076
Tvlist-awesome-m3u-m3u8,imDazui,7,0,Unknown,0,1,47,70,0.6714285714285714,27047
firecracker,firecracker-microvm,7,0,Rust,75,2912,1371,1431,0.9580712788259959,27044
commander.js,tj,13,0,JavaScript,82,784,1100,1105,0.995475113122172,27041
awesome-sysadmin,awesome-foss,10,0,Unknown,0,317,86,100,0.86,27011
Retrieval-based-Voice-Conversion-WebUI,RVC-Project,1,0,Python,7,477,1274,1772,0.718961625282167,26999
turborepo,vercel,3,0,Rust,463,5736,1705,1833,0.9301691216584833,26988
Web,qianguyihao,8,0,Unknown,0,0,152,212,0.7169811320754716,26984
legacy-homebrew,Homebrew,15,1,Unknown,0,222,17029,17029,1.0,26959
python-telegram-bot,python-telegram-bot,9,0,Python,121,1526,2205,2220,0.9932432432432432,26952
tdesktop,telegramdesktop,10,0,C++,770,1620,13821,14678,0.9416132988145524,26951
codemirror5,codemirror,14,0,JavaScript,173,594,3788,4195,0.902979737783075,26948
redash,getredash,11,0,Python,99,3220,1939,2532,0.7657977883096366,26910
AdGuardHome,AdguardTeam,8,0,Go,193,121,4535,5550,0.8171171171171171,26908
swagger-ui,swagger-api,13,0,JavaScript,350,3195,4387,5550,0.7904504504504505,26908
coder2gwy,coder2gwy,4,0,Unknown,0,2,28,155,0.18064516129032257,26894
it-tools,CorentinTh,4,0,Vue,10,489,187,549,0.3406193078324226,26869
ace,ajaxorg,14,0,JavaScript,97,1848,3033,3126,0.9702495201535508,26856
rethinkdb,rethinkdb,12,0,C++,72,460,5047,6392,0.7895807259073843,26844
angular-cli,angular,9,0,TypeScript,793,11043,15501,15777,0.9825061798821069,26822
kit,go-kit,10,0,Go,13,479,527,566,0.931095406360424,26815
Faker,fzaninotto,13,1,PHP,12,823,494,570,0.8666666666666667,26797
Avalonia,AvaloniaUI,11,0,C#,98,5093,5908,7467,0.7912146779161645,26788
headlessui,tailwindlabs,4,0,TypeScript,120,588,1244,1340,0.9283582089552239,26775
wails,wailsapp,6,0,Go,227,1369,1663,1917,0.8675013041210224,26770
mongo,mongodb,16,0,C++,0,125,0,0,0,26759
k6,grafana,8,0,Go,68,1905,1521,2195,0.6929384965831435,26752
ghostty,ghostty-org,2,0,Zig,1,1978,1474,1601,0.9206745783885072,26748
rust-course,sunface,6,0,Rust,0,749,148,206,0.7184466019417476,26748
gitflow,nvie,15,0,Shell,0,36,126,364,0.34615384615384615,26747
hangzhou_house_knowledge,houshanren,6,0,CSS,0,6,49,148,0.3310810810810811,26736
taichi,taichi-dev,8,0,C++,117,5154,1867,2679,0.6969018290406869,26719
vue-vben-admin,vbenjs,4,0,Vue,54,1412,3020,3090,0.9773462783171522,26693
openssl,openssl,12,0,C,274,143,8674,10302,0.8419724325373714,26673
fastai,fastai,7,0,Jupyter Notebook,55,1683,1594,1806,0.8826135105204873,26625
react-virtualized,bvaughn,9,0,JavaScript,6,454,1213,1217,0.9967132292522597,26595
xgboost,dmlc,11,0,C++,62,4674,5014,5394,0.9295513533555803,26588
crewAI,crewAIInc,1,0,Python,76,560,997,1119,0.8909740840035746,26581
data-engineer-handbook,DataExpert-io,1,0,Jupyter Notebook,0,140,35,44,0.7954545454545454,26573
so-vits-svc,svc-develop-team,1,0,Python,0,153,108,129,0.8372093023255814,26522
duckdb,duckdb,6,0,C++,46,7057,5219,5535,0.9429087624209576,26503
vagrant,hashicorp,15,0,Ruby,134,2711,8883,9562,0.9289897510980967,26479
Rectangle,rxhanson,5,0,Swift,89,252,570,664,0.858433734939759,26469
30-Days-Of-React,Asabeneh,4,0,JavaScript,0,10,18,76,0.23684210526315788,26453
nodemon,remy,14,0,JavaScript,102,308,1670,1672,0.9988038277511961,26448
cascadia-code,microsoft,5,0,Python,20,84,496,638,0.7774294670846394,26433
the_silver_searcher,ggreer,13,0,C,0,399,412,849,0.48527679623085984,26352
spleeter,deezer,5,0,Python,2,51,561,783,0.7164750957854407,26351
srs,ossrs,9,0,C++,66,463,1259,1460,0.8623287671232877,26351
vscodium,VSCodium,6,0,Shell,212,486,1257,1378,0.9121915820029027,26339
create-t3-app,t3-oss,2,0,TypeScript,135,1087,647,703,0.9203413940256046,26337
GoodbyeDPI,ValdikSS,7,0,C,30,24,566,694,0.8155619596541787,26325
Detectron,facebookresearch,7,0,Python,0,0,620,926,0.6695464362850972,26305
kitty,kovidgoyal,8,0,Python,121,1074,5868,5880,0.9979591836734694,26295
drizzle-orm,drizzle-team,3,0,TypeScript,128,565,1561,2648,0.5895015105740181,26292
quasar,quasarframework,9,0,JavaScript,989,3633,7397,7903,0.9359736808806782,26264
miaosha,qiurunze123,6,1,Java,0,20,80,82,0.975609756097561,26247
nprogress,rstacruz,11,0,JavaScript,7,34,52,155,0.33548387096774196,26247
ChatDev,OpenBMB,1,0,Python,9,110,246,270,0.9111111111111111,26176
cmder,cmderdev,11,0,C++,34,430,2227,2281,0.9763261727312582,26170
emscripten,emscripten-core,14,0,C++,0,11543,7668,9515,0.805885444035733,26161
khoj,khoj-ai,3,0,Python,126,446,447,514,0.8696498054474708,26106
awesome-electron,sindresorhus,9,0,Unknown,0,268,42,44,0.9545454545454546,26103
Signal-Android,signalapp,13,0,Kotlin,79,238,10593,10983,0.9644905763452608,26091
jumpserver,jumpserver,10,0,Python,239,7001,6847,6925,0.9887364620938628,26065
fastText,facebookresearch,8,0,HTML,4,12,611,1077,0.5673166202414113,26062
lottie-ios,airbnb,8,0,Swift,69,719,1414,1440,0.9819444444444444,26031
nginx,nginx,9,0,C,4,51,91,198,0.4595959595959596,26017
darknet,pjreddie,10,0,C,0,10,561,2372,0.23650927487352444,26011
ExplorerPatcher,valinet,3,0,C,287,15,2053,2283,0.8992553657468244,25973
awesome-vscode,viatsko,9,0,JavaScript,0,243,26,50,0.52,25969
next-auth,nextauthjs,7,0,TypeScript,1000,2175,4475,4783,0.935605268659837,25952
select2,select2,12,0,JavaScript,29,713,4717,4824,0.9778192371475953,25949
hacker-laws,dwmkerr,7,0,Shell,1,179,71,209,0.3397129186602871,25945
ItChat,littlecodersh,9,0,Python,13,29,623,905,0.6883977900552486,25933
go-patterns,tmrts,9,0,Go,0,10,13,30,0.43333333333333335,25880
fonts,powerline,12,0,Shell,1,75,98,253,0.38735177865612647,25877
firecrawl,mendableai,0,0,TypeScript,11,413,328,465,0.7053763440860215,25857
DeepSpeech,mozilla,8,0,C++,105,1338,1986,2112,0.9403409090909091,25856
everyone-can-use-english,ZuodaoTech,5,0,TypeScript,46,455,370,428,0.8644859813084113,25806
Telegram,DrKLO,11,0,Java,95,20,0,0,0,25787
table,TanStack,8,0,TypeScript,267,959,2273,2467,0.9213619781110661,25783
refined-github,refined-github,9,0,TypeScript,165,3309,4203,4318,0.9733672996757758,25779
fastjson,alibaba,13,0,Java,84,418,1695,3630,0.4669421487603306,25776
setup-ipsec-vpn,hwdsl2,9,0,Shell,0,44,1480,1480,1.0,25770
fyne,fyne-io,7,0,Go,49,1872,2323,2984,0.778485254691689,25761
fetch,JakeChampion,10,0,JavaScript,56,197,647,655,0.9877862595419847,25761
MinerU,opendatalab,0,0,Python,91,588,913,961,0.9500520291363164,25749
awesome-datascience,academic,10,0,Unknown,11,364,59,60,0.9833333333333333,25743
anoma,anoma,4,0,Elixir,7,720,512,623,0.8218298555377207,25729
Modernizr,Modernizr,15,0,JavaScript,27,811,1324,1495,0.88561872909699,25712
awesome-deep-learning-papers,terryum,8,0,TeX,0,39,11,26,0.4230769230769231,25690
fe-interview,haizlin,5,0,JavaScript,2,8,26,6029,0.004312489633438381,25689
discord.js,discordjs,9,0,TypeScript,264,4672,3973,4050,0.9809876543209877,25688
iced,iced-rs,5,0,Rust,17,976,861,1154,0.7461005199306759,25678
awesome-actions,sdras,6,0,Unknown,0,445,27,41,0.6585365853658537,25677
